check,Name,test_code,source,Section,module_type,Domain,Sub-Domain,Tags,Status,Duplicates,Marked,Sort-Util
No,CBD4.04U.10,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.09,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04U.08,CBD4,,,,algebra,,,,,,
No,CBD4.04U.07,CBD4,,,,geometry-and-trigonometry,,,,,,
No,CBD4.04U.06,CBD4,,,,algebra,,,,,,
No,CBD4.04U.05,CBD4,,,,advanced-math,,,,,,
No,CBD4.04U.04,CBD4,,,,algebra,,,,,,
No,CBD4.04U.03,CBD4,,,,algebra,,,,,,
No,CBD4.04U.02,CBD4,,,,algebra,,,,,,
No,CBD4.04U.01,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.02L.27,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02L.26,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02L.25,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02L.24,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02L.23,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02L.22,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02L.21,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02L.20,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02L.19,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02L.18,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02L.17,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.02L.16,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02L.15,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02L.14,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02L.13,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02L.12,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02L.11,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02L.10,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.02L.09,CBD4,,,,craft-and-structure,cross-text-connections,,,,,
No,CBD4.02L.08,CBD4,,,,craft-and-structure,structure-and-purpose,main-purpose,,CBDL4.01.05 (https://www.notion.so/CBDL4-01-05-0248ea4c43364031b9db6e4b2d35adbc?pvs=21),,A
No,CBD4.02L.07,CBD4,,,,craft-and-structure,structure-and-purpose,function-of-underlined,,CBDL4.02.09 (https://www.notion.so/CBDL4-02-09-7f8a8bdf6e1a402fa130327f8488356b?pvs=21),,C
No,CBD4.02L.06,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02L.05,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02L.04,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02L.03,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02L.02,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.02L.01,CBD4,,,,craft-and-structure,words-in-context,,,,,
No,CBD4.04L.22,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.21,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.20,CBD4,,,,algebra,,,,,,
No,CBD4.04L.19,CBD4,,,,algebra,,,,,,
No,CBD4.04L.18,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.17,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.16,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.15,CBD4,,,,algebra,,,,,,
No,CBD4.04L.14,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04L.13,CBD4,,,,algebra,,,,,,
No,CBD4.04L.12,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04L.11,CBD4,,,,geometry-and-trigonometry,,,,,,
No,CBD4.04L.10,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.09,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.08,CBD4,,,,algebra,,,,,,
No,CBD4.04L.07,CBD4,,,,geometry-and-trigonometry,,,,,,
No,CBD4.04L.06,CBD4,,,,algebra,,,,,,
No,CBD4.04L.05,CBD4,,,,advanced-math,,,,,,
No,CBD4.04L.04,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04L.03,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04L.02,CBD4,,,,problem-solving-and-data-analysis,,,,,,
No,CBD4.04L.01,CBD4,,,,algebra,,,,,,
No,CBDL2.01.33,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.01.32,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.01.31,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.01.30,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.01.29,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.01.28,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.01.27,CBDL2,digital-linear,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBDL2.01.26,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.01.25,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.01.24,CBDL2,digital-linear,RW,standard,standard-English-conventions,possessives,,,,,
No,CBDL2.01.23,CBDL2,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL2.01.22,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.01.21,CBDL2,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL2.01.20,CBDL2,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL2.01.19,CBDL2,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL2.01.18,CBDL2,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL2.01.17,CBDL2,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL2.01.16,CBDL2,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL2.01.15,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL2.01.14,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL2.01.13,CBDL2,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL2.01.12,CBDL2,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL2.01.11,CBDL2,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL2.01.10,CBDL2,digital-linear,RW,standard,craft-and-structure,cross-text-connections,,,,,
No,CBDL2.01.09,CBDL2,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,CBD4.02U.05 (https://www.notion.so/CBD4-02U-05-9a5be5f5dbd44a55bfa6efefe3e40500?pvs=21),,C
No,CBDL2.01.08,CBDL2,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,main-purpose,,CBD3.02L.07 (https://www.notion.so/CBD3-02L-07-b72490044466480d90219c64f1bb9a6d?pvs=21),,A
No,CBDL2.01.07,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.01.06,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.01.05,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.01.04,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.01.03,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.01.02,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.01.01,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.02.33,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.02.32,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.02.31,CBDL2,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL2.02.30,CBDL2,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL2.02.29,CBDL2,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL2.02.28,CBDL2,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL2.02.27,CBDL2,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL2.02.26,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.02.25,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.02.24,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.02.23,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.02.22,CBDL2,digital-linear,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBDL2.02.21,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.02.20,CBDL2,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL2.02.19,CBDL2,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL2.02.18,CBDL2,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL2.02.17,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL2.02.16,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL2.02.15,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL2.02.14,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL2.02.13,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL2.02.12,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL2.02.11,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL2.02.10,CBDL2,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL2.02.09,CBDL2,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL2.02.08,CBDL2,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,CBD3.02U.07 (https://www.notion.so/CBD3-02U-07-18deeba31873471baa3c0c1f94be4eb2?pvs=21),,C
No,CBDL2.02.07,CBDL2,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,,,C
No,CBDL2.02.06,CBDL2,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,overall-structure,,,,B
No,CBDL2.02.05,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.02.04,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.02.03,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.02.02,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.02.01,CBDL2,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL2.03.27,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,percents,,,,,
No,CBDL2.03.26,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.03.25,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL2.03.24,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.03.23,CBDL2,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL2.03.22,CBDL2,digital-linear,M,standard,advanced-math,cubics+,,,,,
No,CBDL2.03.21,CBDL2,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL2.03.20,CBDL2,digital-linear,M,standard,advanced-math,cubics+,,,,,
No,CBDL2.03.19,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.03.18,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.03.17,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,circles,,,,,
No,CBDL2.03.16,CBDL2,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL2.03.15,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.03.14,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.03.13,CBDL2,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL2.03.12,CBDL2,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL2.03.11,CBDL2,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL2.03.10,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL2.03.09,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBDL2.03.08,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL2.03.07,CBDL2,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL2.03.06,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,rectilinear,,,,,
No,CBDL2.03.05,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.03.04,CBDL2,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL2.03.03,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL2.03.02,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL2.03.01,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,charts,,,,,
No,CBDL2.04.27,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL2.04.26,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBDL2.04.25,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL2.04.24,CBDL2,digital-linear,M,standard,advanced-math,circle-equations,,,,,
No,CBDL2.04.23,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL2.04.22,CBDL2,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL2.04.21,CBDL2,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL2.04.20,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,rectilinear,,,,,
No,CBDL2.04.19,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.04.18,CBDL2,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL2.04.17,CBDL2,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL2.04.16,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.04.15,CBDL2,digital-linear,M,standard,advanced-math,non-linear-manipulation,,,,,
No,CBDL2.04.14,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.04.13,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,percents,,,,,
No,CBDL2.04.12,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.04.11,CBDL2,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL2.04.10,CBDL2,digital-linear,M,standard,algebra,algebraic-manipulation,,,,,
No,CBDL2.04.09,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.04.08,CBDL2,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL2.04.07,CBDL2,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL2.04.06,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBDL2.04.05,CBDL2,digital-linear,M,standard,advanced-math,non-linear-manipulation,,,,,
No,CBDL2.04.04,CBDL2,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL2.04.03,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.04.02,CBDL2,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL2.04.01,CBDL2,digital-linear,M,standard,problem-solving-and-data-analysis,statistical-inferences,,,,,
No,CBDL3.01.33,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.01.32,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.01.31,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.01.30,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.01.29,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.01.28,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.01.27,CBDL3,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL3.01.26,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.01.25,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.01.24,CBDL3,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL3.01.23,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.01.22,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.01.21,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.01.20,CBDL3,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL3.01.19,CBDL3,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL3.01.18,CBDL3,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL3.01.17,CBDL3,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL3.01.16,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL3.01.15,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL3.01.14,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL3.01.13,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL3.01.12,CBDL3,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL3.01.11,CBDL3,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL3.01.10,CBDL3,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,CBD1.01.03 (https://www.notion.so/CBD1-01-03-75535ddd3b4a4b4bac4fd89e1555421f?pvs=21),,C
No,CBDL3.01.09,CBDL3,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,main-purpose,,,,A
No,CBDL3.01.08,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.01.07,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.01.06,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.01.05,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.01.04,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.01.03,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.01.02,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.01.01,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.02.33,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.02.32,CBDL3,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL3.02.31,CBDL3,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL3.02.30,CBDL3,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL3.02.29,CBDL3,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL3.02.28,CBDL3,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL3.02.27,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.02.26,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.02.25,CBDL3,digital-linear,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBDL3.02.24,CBDL3,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL3.02.23,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.02.22,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.02.21,CBDL3,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL3.02.20,CBDL3,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL3.02.19,CBDL3,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL3.02.18,CBDL3,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL3.02.17,CBDL3,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL3.02.16,CBDL3,digital-linear,RW,standard,information-and-ideas,inferences,,,,,
No,CBDL3.02.15,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL3.02.14,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL3.02.13,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBDL3.02.12,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL3.02.11,CBDL3,digital-linear,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBDL3.02.10,CBDL3,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL3.02.09,CBDL3,digital-linear,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBDL3.02.08,CBDL3,digital-linear,RW,standard,craft-and-structure,cross-text-connections,,,,,
No,CBDL3.02.07,CBDL3,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,overall-structure,,CBD4.02U.07 (https://www.notion.so/CBD4-02U-07-3f296ff075db42b5a5fcb68752f6210d?pvs=21),,B
No,CBDL3.02.06,CBDL3,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,main-purpose,,CBD3.02U.06 (https://www.notion.so/CBD3-02U-06-d30ec457995e445081225447b616ef6e?pvs=21),,A
No,CBDL3.02.05,CBDL3,digital-linear,RW,standard,craft-and-structure,structure-and-purpose,main-purpose,,CBD2.01.05 (https://www.notion.so/CBD2-01-05-16e2f3c5cd71434ab9f46b4d9f7df705?pvs=21),,A
No,CBDL3.02.04,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.02.03,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.02.02,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.02.01,CBDL3,digital-linear,RW,standard,craft-and-structure,words-in-context,,,,,
No,CBDL3.03.27,CBDL3,digital-linear,M,standard,advanced-math,circle-equations,,,,,
No,CBDL3.03.26,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,statistical-inferences,,,,,
No,CBDL3.03.25,CBDL3,digital-linear,M,standard,advanced-math,non-linear-manipulation,,,,,
No,CBDL3.03.24,CBDL3,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL3.03.23,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.03.22,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL3.03.21,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,percents,,,,,
No,CBDL3.03.20,CBDL3,digital-linear,M,standard,advanced-math,radicals-exponents,,,,,
No,CBDL3.03.19,CBDL3,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL3.03.18,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL3.03.17,CBDL3,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL3.03.16,CBDL3,digital-linear,M,standard,algebra,algebraic-manipulation,,,,,
No,CBDL3.03.15,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBDL3.03.14,CBDL3,digital-linear,M,standard,advanced-math,cubics+,,,,,
No,CBDL3.03.13,CBDL3,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL3.03.12,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.03.11,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.03.10,CBDL3,digital-linear,M,standard,geometry-and-trigonometry,rectilinear,,,,,
No,CBDL3.03.09,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.03.08,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,probability,,,,,
No,CBDL3.03.07,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,charts,,,,,
No,CBDL3.03.06,CBDL3,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL3.03.05,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.03.04,CBDL3,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL3.03.03,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.03.02,CBDL3,digital-linear,M,standard,advanced-math,cubics+,,,,,
No,CBDL3.03.01,CBDL3,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL3.04.27,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.04.26,CBDL3,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL3.04.25,CBDL3,digital-linear,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBDL3.04.24,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBDL3.04.23,CBDL3,digital-linear,M,standard,advanced-math,quadratics,,,,,
No,CBDL3.04.22,CBDL3,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL3.04.21,CBDL3,digital-linear,M,standard,algebra,linear-modelling,,,,,
No,CBDL3.04.20,CBDL3,digital-linear,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBDL3.04.19,CBDL3,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL3.04.18,CBDL3,digital-linear,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBDL3.04.17,CBDL3,digital-linear,M,standard,advanced-math,exponential-functions,,,,,
No,CBDL3.04.16,CBDL3,digital-linear,M,standard,geometry-and-trigonometry,3D,,,,,
